fold,variant,n_feat,brier,auc,sec
2022,base,91,0.2486941064622407,0.5414012099084968,60
2022,heur,147,0.24872727056177293,0.5411778130154653,87
2023,base,91,0.25346799547866283,0.5266714511890875,77
2023,heur,147,0.25348069579837057,0.5267406111651715,123
2024,base,91,0.24809076789860027,0.5476580470593364,102
2024,heur,147,0.24806090582597298,0.548226667107717,180
