model,fold,brier,logloss,roc_auc,pred_mean,seconds,gain_vs_binary,pass
binary_baseline,2024,0.24811007644535327,0.6893540583342435,0.5474897592822731,0.49645480662030944,63.83294630050659,0.0,False
multiclass_outcome,2024,0.24821272205387276,0.6895599049758533,0.5466237980052754,0.49835107801547746,127.75237250328064,-0.00010264560851949711,False
