fold,seed,brier
2024,42,0.24837560951709747
2024,7,0.2483997642993927
2024,2024,0.24835807085037231
2024,avg3,0.2480413019657135
2022,42,0.24391455948352814
2022,7,0.24362792074680328
2022,2024,0.2435639202594757
2022,avg3,0.24328792095184326
