valid_year,variant,n_train,brier,logloss,auc,pred_mean,bias,seconds,brier_R,bias_R,brier_F,bias_F
2023,A_base,976060,0.2531975649751896,0.7001867168299458,0.5272834481133604,0.5209733324061401,0.021016097908634734,78.3,0.24867317857129498,-0.0008801975192000988,0.2919204717199452,0.20842011918714326
2023,B_dropF,870752,0.24874079141587585,0.6906205813913725,0.5396883754072567,0.4985635440239525,-0.0013936904735528666,66.5,0.24872411623536822,-0.0020792032077303624,0.24888350943376975,0.004473413550774186
2023,C_era,976060,0.25325109524078815,0.7002988492380792,0.5268806703610036,0.5207283490306293,0.020771114533123913,72.6,0.24870129742787347,-0.0012381302071744482,0.2921914908412454,0.20914183611151066
2023,D_dropF_era,870752,0.2486995542329267,0.6905373760122056,0.540170620202266,0.4988194696710934,-0.0011377648264119244,67.7,0.24868813823503094,-0.001883195516116598,0.24879726043713934,0.005242159544606717
2024,A_base,1221585,0.24805379050011894,0.6892396024782989,0.5482290210943687,0.4970182961616085,0.010913375981889573,87.8,0.2481700329302211,0.01077869387257785,0.24718808458873776,0.011916409883417134
2024,B_dropF,1116277,0.24803387084093942,0.6891994402975676,0.5481901607556776,0.4962666749807804,0.010161754801061518,78.5,0.2481196102158434,0.010804528435001515,0.24739533391748322,0.005374751173448211
2024,C_era,1221585,0.24800005419247395,0.6891310515812242,0.5481396859585943,0.4948697867988922,0.008764866619173306,105.8,0.24810267225987034,0.008515270950070042,0.24723581459870878,0.010623709780038404
2024,D_dropF_era,1116277,0.24800072956044408,0.689133481161571,0.5482582654433703,0.4937705314595977,0.007665611279878803,111.1,0.248086776594518,0.008014156956769936,0.24735990137069347,0.005069846096669217
