year,n,global_logloss,asof_mix_logloss,global_accuracy,asof_mix_accuracy
2022,109978,1.0512791318310253,1.0174508932668365,0.49478986706432193,0.5141391914746586
2023,137943,1.0662654410254861,1.0342218705744026,0.4703826943012694,0.4852874013179357
2024,146679,1.0455006803151778,1.0159997844785544,0.4802255264898179,0.49651279324238645
