epoch,train,val,gap_e5
1,0.24456222355365753,0.2479270100593567,336.47865056991577
2,0.24381138384342194,0.24777156114578247,396.01773023605347
3,0.24342265725135803,0.2478233277797699,440.0670528411865
4,0.24282819032669067,0.24793151021003723,510.33198833465576
5,0.24231861531734467,0.24807065725326538,575.2041935920715
6,0.2418559044599533,0.24822072684764862,636.4822387695312
7,0.24135570228099823,0.24857188761234283,721.6185331344604
8,0.24067015945911407,0.24882647395133972,815.6314492225647
