alpha,brier,auc,logloss,pred_mean,gain_vs_baseline,seconds
0.0,0.2480696468651698,0.5479572830444555,0.6892711073608837,0.49748142682219326,4.042958018346532e-05,46.42277908325195
0.3,0.2481533885462321,0.5472151736628384,0.689440225293558,0.4974876781613741,-4.331210087882287e-05,46.83571100234985
0.7,0.24831375635840894,0.5456790906393354,0.6897623596152083,0.4996230068592611,-0.00020367991305567101,46.68330645561218
