fold,seed,brier
2024,42,0.24841798841953278
2024,7,0.24823911488056183
2024,2024,0.24838174879550934
2024,avg5,0.24797330796718597
2022,42,0.243972510099411
2022,7,0.24409706890583038
2022,2024,0.24380072951316833
2022,avg5,0.2435585856437683
