model,fold,brier,logloss,roc_auc,seconds
tuned_domain,2022,0.24342446378351365,0.6796499417295906,0.5774584712912194,54.20407581329346
tuned_tm_mean,2022,0.24336474986905773,0.6795326582449429,0.5778458527194754,66.91745734214783
tuned_league_role,2022,0.24337265550142903,0.6795465808821493,0.577843852735865,62.0761444568634
tuned_domain,2023,0.2532598134129065,0.7003222355655552,0.5273293449962722,70.76254105567932
tuned_tm_mean,2023,0.25322221307179593,0.7002330225243377,0.5273427358420858,89.57043719291687
tuned_league_role,2023,0.25319348291427335,0.7001723682152243,0.5272698274828792,80.16052460670471
tuned_domain,2024,0.2480235522244932,0.6891783819674931,0.5485045500899468,109.63323521614075
tuned_tm_mean,2024,0.24802169657048737,0.6891759728984224,0.5486979963601883,132.85374474525452
tuned_league_role,2024,0.24799912581804498,0.6891302064653461,0.5487833527471236,90.53379130363464
