fold,brier,auc,gain_e5
2022,0.24350038409361144,0.5771318253450619,2.392662170658255
2023,0.25346691390577436,0.5270836089731911,-3.530298954868005
2024,0.248034078548431,0.5481876623194203,2.5144845144181582
