재료,d2024,d2022,상관
exp38_nn_big_2024,-0.5930962047623334,,0.8241834020650883
exp76_cat100_s7,-0.6333197553970438,0.22139242251140168,0.9633887883708657
exp71_mono_dedup,-0.6350071058564,-1.5272422959816678,0.5835036789634706
exp72_league_role,-0.6724754485404327,-1.862914176631314,0.9659745273471738
exp08_tm_pitch_means,-0.6810737706058889,-0.3562280824098707,0.9650094856342669
exp72_league_role_mono,-0.6863641439730506,-1.1171372100132748,0.964896408737469
exp72_domain_mono,-0.696653620901877,-1.5827398814977078,0.9669701234524967
exp30_tuned_tm_mean,-0.6995812152077452,-0.6514879592744993,0.9726110567506979
exp14_catboost_chronological_2024,-0.7349761825897749,,0.8667202862129464
exp15_catboost_chronological,-0.7349761825897749,-1.0799990619869693,0.9378720029469618
exp81_hf_hgb_domain,-0.7372477885070339,-2.251229252980824,0.9714250166307654
exp28_reg_domain,-0.7588595560076294,-1.6507402923360281,0.9670747632262572
exp75_phys_2024,-0.7781319543126441,,0.9310069615824026
exp72_tm_mean,-0.7884658722506765,-0.8762631346637129,0.9623360556488444
exp28_reg_tm_mean,-0.8658982179415853,-1.251545579325497,0.9653710208288682
exp30_tuned_domain,-0.8734710403524026,-1.552156602910304,0.9748812112559748
exp08_tm_expert_core,-0.9023615419073705,-0.9876516342960384,0.964421506643204
exp96_heuristic,-0.9147968296929765,-1.9120756508561598,0.9752731559478829
exp30_tuned_league_role,-0.9389074515114837,-0.9978391234899409,0.9744425715357905
exp31_seedavg_domain,-0.9401714532036864,-1.4914073863919741,0.9767527031771297
exp81_hf_tm_mean,-0.9429616745909586,-1.1028626073522618,0.9638605965700657
exp07_hgb_trackman,-1.0151544875575125,-0.8762631346637129,0.9628069664708653
exp42_abs_era,-1.0172605819591674,-1.6613116320535193,0.9692637463390193
exp62_cur,-1.0172605819591674,-1.6613116320535193,0.9692637463390193
exp75_base_2024,-1.0172605819591674,,0.9394446799857964
exp72_domain,-1.0172605819591674,-1.6613116320535193,0.9692637463390193
exp85_lgbm_hf,-1.0294990455683717,-1.690821191038805,0.9757619307098057
exp09_tm_league_role,-1.0465884826560412,-1.3875268516205796,0.965412622658719
exp28_reg_league_role,-1.0783983907108885,-0.5790345297407296,0.9666294970916557
exp22_seoyeon_interactions,-1.085581734133756,-1.5779738844257096,0.968633365949857
exp103b_base,-1.0877992483004917,-1.8639487362137608,0.9755886249831539
exp80_hf_avg3,-1.0877992483004917,-1.8639487362137608,0.9755886249831539
exp103b_sd,-1.0877992483004917,-1.8639487362137608,0.9755886249831539
exp105_base,-1.0877992483004917,-1.8639487362137608,0.9755886249831539
exp90_base_avg3,-1.0877992483004917,-1.8639487362137608,0.9755886249831539
exp106_full,-1.0877992483004917,-1.8639487362137608,0.9755886249831539
