model,fold,brier,logloss,roc_auc,pred_mean,target_mean,seconds
lgbm_hf,2022,0.2434417373582562,0.6796844653139648,0.5769875547249862,0.5299929516965053,0.5289204435249241,38.001970052719116
lgbm_hf,2023,0.25334183867251653,0.7005363638559711,0.5274665322487099,0.5209934738286965,0.49995723449750534,35.6827552318573
lgbm_hf,2024,0.24804153362024747,0.6892148355976448,0.5485886706821643,0.4975736176400966,0.4861049201797189,53.00713014602661
lgbm_hf,mean_2022_2024,0.24827503655034008,0.6898118882558603,0.5510142525519535,,,126.69185543060303
