fold,seed,brier
2024,1,0.24842247366905212
2024,13,0.248626247048378
2024,77,0.24840152263641357
2024,101,0.24837888777256012
2024,777,0.24826869368553162
2024,avg3,0.24794155359268188
2022,1,0.24357683956623077
2022,13,0.2435360848903656
2022,77,0.2441200315952301
2022,101,0.243797168135643
2022,777,0.24376706779003143
2022,avg3,0.24320463836193085
