fold,seed,brier
2023,42,0.25223076343536377
2023,7,0.2516523599624634
2023,2024,0.25162944197654724
2023,1,0.25278374552726746
2023,13,0.251237690448761
2023,77,0.25079208612442017
2023,101,0.25250035524368286
2023,777,0.2521102726459503
2023,3,0.25343629717826843
2023,21,0.2527052164077759
2023,55,0.25149014592170715
2023,90,0.2515878975391388
2023,123,0.25229740142822266
2023,256,0.2529048025608063
2023,512,0.2527405321598053
2023,999,0.25267723202705383
2023,avg3,0.25154855847358704
