fold,seed,brier
2024,42,0.24850322306156158
2024,7,0.248616024851799
2024,2024,0.2483547031879425
2024,avg3,0.24811898171901703
2022,42,0.24383577704429626
2022,7,0.2438666969537735
2022,2024,0.24333424866199493
2022,avg3,0.24323396384716034
