fold,seed,brier
2024,1,0.24886378645896912
2024,13,0.24862588942050934
2024,77,0.24821940064430237
2024,101,0.2481698840856552
2024,777,0.2485412210226059
2024,avg3,0.24793832004070282
2022,1,0.24357327818870544
2022,13,0.2435247302055359
2022,77,0.24388882517814636
2022,101,0.24366512894630432
2022,777,0.24394647777080536
2022,avg3,0.24307531118392944
