fold,abs_era,brier,auc
2022,False,0.24352431071531802,0.5764803215338391
2022,True,0.24352431071531802,0.5764803215338391
2023,False,0.2534316109162257,0.5271842713456031
2023,True,0.2534316109162257,0.5271842713456031
2024,False,0.24811007644535327,0.5474897592822731
2024,True,0.24805922339357517,0.5481536876974347
