fold,seed,brier
2024,42,0.248382568359375
2024,7,0.2484315186738968
2024,2024,0.24816188216209412
2024,avg3,0.24794194102287292
2022,42,0.24417850375175476
2022,7,0.24372002482414246
2022,2024,0.2436116486787796
2022,avg3,0.24339014291763306
