features,fold,brier,logloss,roc_auc,seconds,baseline_brier,brier_gain
domain43_plus_seoyeon5,2024,0.24809198038297686,0.6893164004984718,0.5476765164581648,44.55133295059204,0.24811007644535327,1.809606237640482e-05
