fold,seed,brier
2024,42,0.2483958750963211
2024,7,0.24832811951637268
2024,2024,0.2483471930027008
2024,avg3,0.24798621237277985
2022,42,0.243674173951149
2022,7,0.24363254010677338
2022,2024,0.24344655871391296
2022,avg3,0.2431771457195282
