fold,seed,brier
2022,42,0.24421794712543488
2022,7,0.24390603601932526
2022,2024,0.2439916878938675
2022,avg,0.2435344010591507
2023,42,0.25371459126472473
2023,7,0.253883957862854
2023,2024,0.2539021074771881
2023,avg,0.2534081041812897
2024,42,0.24859225749969482
2024,7,0.24841217696666718
2024,2024,0.24828334152698517
2024,avg,0.2479652464389801
