trial,learning_rate,max_iter,max_leaf_nodes,min_samples_leaf,l2_regularization,max_features,max_bins,brier_2024,brier_2022,brier_2023,brier_mean,gain_vs_baseline
11,0.026902980804302062,600,15,84,14.625327121207683,0.6298202574719083,128,0.24802355222449315,0.24342446378351365,0.2532598134129065,0.24823594314030442,0.000119056859695571
22,0.04338524296264437,200,31,113,0.2106265096461377,0.7350460685614512,128,0.2480200942603392,0.24346318579668857,0.25340301423299827,0.24829543143000868,5.956856999131399e-05
17,0.016013071467780342,200,127,399,7.536627571597797,0.6557325817623503,128,0.24803057887038504,0.24347319866506073,0.2535258093085041,0.24834319561464993,1.1804385350061564e-05
23,0.021284978417214197,200,127,191,41.95760518695597,0.9849789179768444,255,0.24802162096467603,0.24355336533871805,0.2537466799464623,0.2484405554166188,-8.555541661880994e-05
1,0.01846620295777609,400,127,171,0.24299271650031118,0.8603553891795411,128,0.24804887115498173,0.24356768948359409,0.2537939235438172,0.248470161394131,-0.00011516139413100812
