model,fold,n_features,brier,logloss,roc_auc,baseline_brier,gain,seconds
domain43_plus_failure_decomp,2024,97,0.24811992426592186,0.6893731374807293,0.5475115872122939,0.24811007644535327,-9.847820568592569e-06,60.97962212562561
