config,seed,brier
A_4ep_고정,42,0.24859225749969482
A_4ep_고정,7,0.24841217696666718
A_4ep_고정,2024,0.24828334152698517
A_4ep_고정,avg3,0.2479652464389801
B_8ep_코사인,42,0.24905067682266235
B_8ep_코사인,7,0.2493693232536316
B_8ep_코사인,2024,0.24906273186206818
B_8ep_코사인,avg3,0.2483595758676529
C_12ep_코사인,42,0.25003382563591003
C_12ep_코사인,7,0.2508329749107361
C_12ep_코사인,2024,0.2503671646118164
C_12ep_코사인,avg3,0.2490364909172058
