epoch,brier,auc,logloss,pred_mean,pred_std,sec
1,0.24872349202632904,0.5396044665987226,0.6905918244494517,0.4962806701660156,0.03464096784591675,19.300158500671387
2,0.24853843450546265,0.5420977424421743,0.6902231891200219,0.4899664521217346,0.046997521072626114,17.787433385849
3,0.24862529337406158,0.5433150215110228,0.6903967152184501,0.5012242197990417,0.04329049587249756,20.04167652130127
4,0.2486850917339325,0.5436421657641539,0.6905235065482361,0.5000568628311157,0.046284470707178116,14.12495756149292
5,0.24873177707195282,0.5424675896488929,0.6906299754070516,0.49387848377227783,0.04892953112721443,11.040487051010132
6,0.24893154203891754,0.5409350421836538,0.6910337384969156,0.49570244550704956,0.05049962177872658,11.824074983596802
