model,features,fold,brier,logloss,roc_auc,pred_mean,target_mean,seconds
catboost,domain43_has_time,2024,0.24827546556402155,0.6896865019512021,0.5454000819592736,0.4965784041559123,0.4861049201797189,329.98259806632996
