model,fold,brier,logloss,roc_auc,pred_mean,target_mean,seconds
seoyeon_lgbm_rebuilt,2022,0.24341522011784075,0.6796381812789909,0.5777251853596177,0.5307410955929891,0.5289204435249241,29.04311442375183
seoyeon_lgbm_rebuilt,2023,0.25344162973338846,0.7007611597731759,0.5271567707723449,0.5212235538266226,0.49995723449750534,34.85907578468323
seoyeon_lgbm_rebuilt,2024,0.2480472503638907,0.6892271844748667,0.5484570948439984,0.4968176207520092,0.4861049201797189,42.29558610916138
seoyeon_lgbm_rebuilt,mean_2022_2024,0.24830136673837333,0.6898755085090111,0.551113016991987,,,106.19777631759644
