재료,d2024,d2022,상관
exp105_sd,1.8219141349307133,2.5407240402314235,0.9459014659705559
exp68_multisplit,1.1091610870123114,-0.24132627203521384,0.9639732342089876
exp72_tm_mean_mono,1.0943565202398142,-0.5427742041153039,0.9574994712639233
exp55_hand_seedavg,0.9312243792664043,-0.29458797609904774,0.9739960941778506
exp86_A_4ep_고정,0.9312243792664043,,0.9534383920106015
exp86_B_8ep_코사인,0.8930942249407714,,0.8919368156878322
exp73_film,0.8795049093901497,-0.6840052522355533,0.9727690519135469
exp74_hand_ep2,0.8749392592516392,-0.6159328356236671,0.96944779793041
exp67_rankgauss,0.829302849006397,-0.3749000610592246,0.9618579404409898
exp63_handcnt,0.8094627814037025,-0.7903697484407113,0.9715458992268955
exp61_V2,0.7995595546539391,1.0583174681833007,0.9558857365652234
exp10_domain_te_scatter,0.7049813337989264,0.48277327873991194,0.9561835123844687
exp100_regime_transfer,0.6870994098906458,,0.9519843405065294
TEAM_extratrees,0.5819244003418822,-1.0397328728067867,0.9543017215364453
exp59_pbhand_seedavg,0.5147610596584196,-0.6784563653883247,0.9696909849717218
exp61_V1,0.5102078742214022,0.23656064781774067,0.9622510646547735
exp76_cattime100_s7,0.5100649125788781,0.4044516482087923,0.9629508615554124
exp61_V3,0.5035361201166655,0.4921204654451117,0.9609650061259721
exp65_handcnt_seeds5,0.49629002877860096,0.1952580778202817,0.9765979065067483
exp84_hand_big,0.3077255404937418,-0.6490362536110128,0.9467316228464141
exp62_hand_split,0.27473888514761846,-0.10847227838173268,0.5718322981309493
exp81_hf_hgb_domain,0.26179323419639466,-0.8885259093704967,0.966463715714224
exp72_league_role,0.23687805856265065,-0.7620104307187736,0.9622762549356894
exp58_hand_seeds5,0.22534345124336497,0.3714293251050327,0.9776085619284222
exp66_batcnt,0.2240875444259327,-0.754208337555573,0.9694903359765611
exp75_phys_2024,0.22241833096681152,,0.9190418325267938
exp71_mono_dedup,0.20180181710405254,-0.31959597101283155,0.5810904072025032
exp28_reg_domain,0.20138572785488584,-0.3520911421528439,0.9624918587858154
exp30_tuned_tm_mean,0.1973986058889654,0.3356770446993895,0.9696530765361699
exp08_tm_pitch_means,0.19279026902407903,0.6574168835288274,0.9618793045356051
exp86_C_12ep_코사인,0.1895953614244883,,0.8381541417204531
exp72_domain_mono,0.16024374355216864,-0.4144735847089187,0.9634117690314684
exp72_league_role_mono,0.1243424238323021,-0.08017216907296731,0.9618014730366621
exp72_tm_mean,0.09680322999860991,0.029256211789285835,0.9596093685240431
exp82_hand_hf,0.08276857166034102,-0.43107743703529877,0.9712819360667336
exp30_tuned_domain,0.07921478710204433,-0.3203720511074648,0.9707428776804109
exp96_heuristic,0.06365393942775466,-0.5597945389429482,0.9703494732628347
exp76_cat100_s7,0.03100172953351965,1.213357264856496,0.9620084210078252
exp28_reg_tm_mean,0.021507435785106388,-0.26591176841006536,0.9623504674949752
exp31_seedavg_domain,0.014718904997601534,-0.27512792476758197,0.9726290195364767
exp30_tuned_league_role,-0.0048328813062603615,0.12296173040327041,0.9707224493125898
exp08_tm_expert_core,-0.045703266468577475,-0.01328317194848605,0.961478457311685
exp81_hf_tm_mean,-0.057949410325885964,-0.2504322680257909,0.9612831402226989
exp106_full,-0.06117000101724113,-0.4839967665509759,0.967204704147319
exp103b_base,-0.06117000101724113,-0.4839967665509759,0.967204704147319
exp103_base,-0.06117000101724113,-0.4839967665509759,0.967204704147319
exp103b_sd,-0.06117000101724113,-0.4839967665509759,0.967204704147319
exp80_hf_avg3,-0.06117000101724113,-0.4839967665509759,0.967204704147319
exp90_base_avg3,-0.06117000101724113,-0.4839967665509759,0.967204704147319
exp105_base,-0.06117000101724113,-0.4839967665509759,0.967204704147319
exp53_nn_cnt_2024,-0.06549733989336115,,0.8637714598598744
exp75_base_2024,-0.07938642169469379,,0.9291755002360299
exp72_domain,-0.07938642169469379,-0.3759349341853069,0.9648583184621228
exp42_abs_era,-0.07938642169469379,-0.3759349341853069,0.9648583184621228
exp62_cur,-0.07938642169469379,-0.3759349341853069,0.9648583184621228
exp10_domain_temporal_te,-0.10399816900708014,0.2786426035267242,0.956409307503435
exp09_tm_league_role,-0.11689207441711869,-0.31712852086862586,0.9616256943106908
exp85_lgbm_hf,-0.1186764258781503,-0.48467460696255404,0.9718161545328117
exp07_hgb_trackman,-0.12849515048651838,0.029256211789285835,0.9600690915954074
exp10_domain_scatter,-0.13492186115848792,-0.18082706119415537,0.9634664313489087
exp90_lure_avg3,-0.1394263321408129,-0.4464360928879696,0.9672871983806348
exp22_seoyeon_interactions,-0.14639436580754506,-0.281522057060668,0.9641492875610371
exp25_failure_decomp_2024,-0.14984302018627993,,0.9212903918520742
exp103_sd,-0.15644740503362176,-1.174187130809079,0.9502841613658538
exp28_reg_league_role,-0.1566786588441671,0.6369754247559367,0.9624082557171127
exp11_decay_1.20,-0.21507210923032982,0.03952660098394123,0.9614558640794487
exp80_base_avg3,-0.22889874641551788,-0.41902865075271745,0.9656150409950233
exp11_decay_1.15,-0.23132857660534967,-1.0065444989409977,0.9609575413716315
exp08_tm_role,-0.26357517256270224,-0.2621298990174159,0.9621927340030336
exp50_nn_hand_2024,-0.2758967272253887,,0.8759593149776681
exp09_tm_league_combined,-0.28635552275502185,0.1894840735761072,0.9517749474315532
exp15_catboost_chronological,-0.2881057785814045,-0.12477187571469095,0.937734817925421
exp14_catboost_chronological_2024,-0.2881057785814045,,0.8720163946303281
exp76_hgb_s7,-0.32098651129575106,-0.318221532671914,0.9627626586403875
exp11_decay_1.05,-0.3931437082993483,-0.2754072093047455,0.9635702053422884
exp04_hgb_domain,-0.407025942170125,-0.3759349341853069,0.964071727320866
exp08_tm_pitch_stds,-0.4189018610434303,-0.1165836927746744,0.9632961926291722
exp76_hgb_s2024,-0.4275438353684713,-0.727995433524864,0.9641275307170136
exp23_seoyeon_lgbm,-0.43416502849003,0.06117142691552946,0.97227843911242
exp81_hf_league_role,-0.4532588176814345,-0.27414787275303887,0.964071618885067
exp11_decay_1.30,-0.4569081860916757,-0.9258511057125274,0.9592804275275276
exp61_base,-0.6080764212851308,-0.4565570606962499,0.9641741786312092
exp38_nn_big_2024,-0.6526836183851081,,0.8374295845756836
exp11_decay_1.10,-0.7235887140244479,-0.6574431091171951,0.9629140665234653
exp09_tm_league_pitch_means,-0.7666471116690721,0.1368337436719047,0.9525963957172512
exp106_core12,-0.7877477032902647,-0.6876916559622748,0.9173005774572649
exp03_hgb_raw,-0.8688628980735302,-0.565135982999454,0.9521941283602005
exp52_mc4_2024,-0.9158346214371837,,0.87025450467961
exp83_xgb_hf,-0.9527485535149038,-1.9958451802720711,0.9329577276184448
exp05_catboost_domain,-0.9915143242861246,0.08767442707113826,0.9429669506443707
exp81_hf_cat_time,-1.0244127717745632,-0.5164981611960329,0.9540819047533476
exp60_recent3,-1.06061830747739,-0.3759349341853069,0.9601876757933457
exp78_cat300_s7,-1.0892766658998632,-0.06824871856270232,0.9469164231142253
exp62_L1,-1.182001961994028,-1.3562841167602535,0.9390723182200493
exp78_cattime300_s7,-1.3510565876145852,-1.0004378353661858,0.9484965041661126
exp79_cattime600,-1.3868439037612035,-1.0178371800895203,0.915794676426794
exp79_cat600,-1.5733922752059204,0.834967271923226,0.9186089471143822
exp36_nn,-1.5740238761857706,-1.7484475870410687,0.9284815585459874
exp37_nn_seedavg,-1.5881976914433604,-0.8363575456776795,0.9667937332876501
exp99_multitask,-1.589256551218221,,0.8874863463061999
exp62_L2,-1.7259503205829807,-2.4487589478511262,0.8899479588748067
exp106_core24,-1.7582661306553282,-1.0535187470739338,0.9410776308229034
exp81_hf_cat_domain,-1.8497840848424874,-0.5396884657671297,0.949332355634564
exp05_catboost_raw,-2.032007683722137,-0.4456578638373232,0.9288850749613106
exp35_nn_2024,-2.187291423133564,,0.7785864066365968
exp06_lightgbm_domain,-2.6879472207919086,-1.069418145063783,0.8694688290732463
exp60_recent2,-2.7119143071741014,-0.48375727272620406,0.9582125707437547
exp39_nn_noasof_2024,-3.306131956543057,,0.6670892384471917
exp06_lightgbm_raw,-3.458940285308576,-1.18529178005089,0.8584532867755976
