fold,seed,brier
2024,42,0.2492883801460266
2024,7,0.24905282258987427
2024,2024,0.24917902052402496
2024,avg3,0.24876287579536438
2022,42,0.24400946497917175
2022,7,0.2439034879207611
2022,2024,0.24378536641597748
2022,avg3,0.24361035227775574
