재료,d2024,d2022,상관
exp76_hgb_s7,-1.261225426216206,-1.8203259826904405,0.9645897806186882
exp11_decay_1.05,-1.3047950252892404,-1.8164886832178206,0.9654107490606271
exp04_hgb_domain,-1.3221055921275315,-1.8879968468193953,0.9657988333156022
exp76_hgb_s2024,-1.327320645955199,-2.254336614579411,0.9658359575633532
exp81_hf_league_role,-1.3384186464154846,-1.5407065632383476,0.9648706991368625
exp81_hf_cat_time,-1.5105370831713927,-1.5212751773324706,0.9518435925455326
exp61_base,-1.5468328175172186,-1.931352230444272,0.9657917445219181
exp11_decay_1.10,-1.590122128061755,-2.152176679232065,0.964358608924392
exp05_catboost_domain,-1.592111627549131,-1.0904922382176663,0.9425065991811621
exp60_recent3,-1.6339648743118884,-1.8879968468193953,0.9605164059873899
exp106_core12,-1.6418925008004903,-1.8981204241791394,0.9163755724169657
exp03_hgb_raw,-1.6837803282154784,-1.8276612679613002,0.9523275047042441
exp09_tm_league_pitch_means,-1.6853257610888184,-0.7597029272027322,0.9523063201829719
exp78_cat300_s7,-1.7116824938850916,-1.1147321721388659,0.9457668023295035
exp83_xgb_hf,-1.8072754366132981,-3.407794227344718,0.9339332419594956
exp37_nn_seedavg,-1.8951516354753783,-1.1463186646576418,0.9579073101178216
exp36_nn,-1.9017397310555628,-2.379600549015648,0.9209909192669672
exp78_cattime300_s7,-1.9705259685948162,-1.8649442030060914,0.9465164523008942
exp79_cattime600,-1.9868804933403927,-2.198138880643574,0.9150832468109217
exp79_cat600,-2.080503131515754,-0.6254509183456491,0.9187630490552935
exp62_L1,-2.0896774129780527,-2.8331521876034937,0.9404351464188921
exp81_hf_cat_domain,-2.4126576438854297,-1.5761394742075385,0.9478953183582118
exp62_L2,-2.582041707419047,-3.985559655911297,0.891261801441323
exp106_core24,-2.6266584817052907,-2.2511595748786473,0.9402102026042057
exp05_catboost_raw,-2.6408966889518437,-1.6414706978024052,0.928421264574455
exp60_recent2,-2.872785439198,-1.6016909593546957,0.9548927687419874
exp06_lightgbm_domain,-3.054463815460595,-1.681689840235534,0.8653727144585723
exp06_lightgbm_raw,-3.894471545035083,-1.8263876458118888,0.8543914575292608
