fold,seed,brier
2024,42,0.24849794805049896
2024,7,0.24843214452266693
2024,2024,0.2482975870370865
2024,avg3,0.2480614185333252
2022,42,0.2439052164554596
2022,7,0.24371354281902313
2022,2024,0.24349889159202576
2022,avg3,0.24331556260585785
