features,fold,brier,logloss,roc_auc,seconds
domain43_plus_seoyeon5,2022,0.24353010240302408,0.6798830871257606,0.57681545603209,29.052361488342285
domain43_plus_seoyeon5,2023,0.25357992837182197,0.7010609094894686,0.5260933766991149,32.289323806762695
domain43_plus_seoyeon5,2024,0.24809198038297686,0.6893164004984718,0.5476765164581648,38.36620020866394
domain43_plus_seoyeon5,mean_2022_2024,0.24840067038594096,0.6900867990379004,0.5501951163964566,99.70788550376892
