group,g2022,g2024,mean
G1_카운트기대,-10.920797774499613,1.1099714552598172,-4.905413159619898
G2_실패프로필,0.2213305947268429,-4.8531013795705125,-2.3158853924218348
G3_폼매치업,-3.7386165499003754,1.349927567392828,-1.1943444912537737
G4_상황구종,2.477214118520865,-1.5365871794015273,0.4703134695596689
