fold,seed,brier
2024,42,0.2485441416501999
2024,7,0.24816331267356873
2024,2024,0.2481873780488968
2024,avg3,0.24797283113002777
2022,42,0.24389296770095825
2022,7,0.24372322857379913
2022,2024,0.24354344606399536
2022,avg3,0.24332302808761597
