fold,seed,brier
2022,42,0.24426928162574768
2022,7,0.24416469037532806
2022,2024,0.24392907321453094
2022,avg,0.2436063140630722
2023,42,0.2536886930465698
2023,7,0.25409093499183655
2023,2024,0.25378337502479553
2023,avg,0.2533477544784546
2024,42,0.24877598881721497
2024,7,0.2483382225036621
2024,2024,0.24847443401813507
2024,avg,0.24808870255947113
